scan_number,time0,time1,time2,time3
3404,2023-10-13T17:43:11+00:00,2023-10-13T17:43:11+00:00,2023-10-13T17:43:11+00:00,2023-10-13T17:43:11+00:00
3405,2023-10-13T17:43:16+00:00,2023-10-13T17:43:16+00:00,2023-10-13T17:43:16+00:00,2023-10-13T17:43:16+00:00
3406,2023-10-13T17:43:21+00:00,2023-10-13T17:43:21+00:00,2023-10-13T17:43:21+00:00,2023-10-13T17:43:21+00:00
3407,2023-10-13T17:43:26+00:00,2023-10-13T17:43:26+00:00,2023-10-13T17:43:26+00:00,2023-10-13T17:43:26+00:00
3408,2023-10-13T17:43:31+00:00,2023-10-13T17:43:36+00:00,2023-10-13T17:43:31+00:00,2023-10-13T17:43:36+00:00
3409,2023-10-13T17:43:36+00:00,2023-10-13T17:43:36+00:00,2023-10-13T17:43:36+00:00,2023-10-13T17:43:36+00:00
3410,2023-10-13T17:43:41+00:00,2023-10-13T17:43:46+00:00,2023-10-13T17:43:41+00:00,2023-10-13T17:43:46+00:00
3411,2023-10-13T17:43:46+00:00,2023-10-13T17:43:46+00:00,2023-10-13T17:43:46+00:00,2023-10-13T17:43:51+00:00
3412,2023-10-13T17:43:51+00:00,2023-10-13T17:43:51+00:00,2023-10-13T17:43:51+00:00,2023-10-13T17:43:51+00:00
3413,2023-10-13T17:43:56+00:00,2023-10-13T17:43:56+00:00,2023-10-13T17:44:01+00:00,2023-10-13T17:44:01+00:00
3414,2023-10-13T17:44:06+00:00,2023-10-13T17:44:01+00:00,2023-10-13T17:44:01+00:00,2023-10-13T17:44:06+00:00
3415,2023-10-13T17:44:11+00:00,2023-10-13T17:44:06+00:00,2023-10-13T17:44:06+00:00,2023-10-13T17:44:06+00:00
3416,2023-10-13T17:44:11+00:00,2023-10-13T17:44:11+00:00,2023-10-13T17:44:11+00:00,2023-10-13T17:44:11+00:00
3417,2023-10-13T17:44:16+00:00,2023-10-13T17:44:21+00:00,2023-10-13T17:44:21+00:00,2023-10-13T17:44:16+00:00
3418,2023-10-13T17:44:21+00:00,2023-10-13T17:44:21+00:00,2023-10-13T17:44:21+00:00,2023-10-13T17:44:21+00:00
3419,2023-10-13T17:44:31+00:00,2023-10-13T17:44:26+00:00,2023-10-13T17:44:26+00:00,2023-10-13T17:44:26+00:00
3420,2023-10-13T17:44:31+00:00,2023-10-13T17:44:31+00:00,2023-10-13T17:44:31+00:00,2023-10-13T17:44:31+00:00
3421,2023-10-13T17:44:36+00:00,2023-10-13T17:44:41+00:00,2023-10-13T17:44:41+00:00,2023-10-13T17:44:36+00:00
3422,2023-10-13T17:44:41+00:00,2023-10-13T17:44:46+00:00,2023-10-13T17:44:41+00:00,2023-10-13T17:44:41+00:00
3423,2023-10-13T17:44:46+00:00,2023-10-13T17:44:46+00:00,2023-10-13T17:44:51+00:00,2023-10-13T17:44:46+00:00
3424,2023-10-13T17:44:51+00:00,2023-10-13T17:44:51+00:00,2023-10-13T17:44:56+00:00,2023-10-13T17:44:51+00:00
3425,2023-10-13T17:44:56+00:00,2023-10-13T17:44:56+00:00,2023-10-13T17:44:56+00:00,2023-10-13T17:44:56+00:00
3426,2023-10-13T17:45:01+00:00,2023-10-13T17:45:01+00:00,2023-10-13T17:45:01+00:00,2023-10-13T17:45:01+00:00
3427,2023-10-13T17:45:06+00:00,2023-10-13T17:45:06+00:00,2023-10-13T17:45:06+00:00,2023-10-13T17:45:06+00:00
3428,2023-10-13T17:45:11+00:00,2023-10-13T17:45:11+00:00,2023-10-13T17:45:11+00:00,2023-10-13T17:45:11+00:00
3429,2023-10-13T17:45:16+00:00,2023-10-13T17:45:16+00:00,2023-10-13T17:45:16+00:00,2023-10-13T17:45:16+00:00
3430,2023-10-13T17:45:21+00:00,2023-10-13T17:45:21+00:00,2023-10-13T17:45:21+00:00,2023-10-13T17:45:21+00:00
3431,2023-10-13T17:45:26+00:00,2023-10-13T17:45:26+00:00,2023-10-13T17:45:26+00:00,2023-10-13T17:45:26+00:00
3432,2023-10-13T17:45:31+00:00,2023-10-13T17:45:31+00:00,2023-10-13T17:45:31+00:00,2023-10-13T17:45:31+00:00
3433,2023-10-13T17:45:36+00:00,2023-10-13T17:45:36+00:00,2023-10-13T17:45:36+00:00,2023-10-13T17:45:36+00:00
3434,2023-10-13T17:45:41+00:00,2023-10-13T17:45:41+00:00,2023-10-13T17:45:41+00:00,2023-10-13T17:45:41+00:00
3435,2023-10-13T17:45:46+00:00,2023-10-13T17:45:46+00:00,2023-10-13T17:45:46+00:00,2023-10-13T17:45:46+00:00
3436,2023-10-13T17:45:51+00:00,2023-10-13T17:45:51+00:00,2023-10-13T17:45:51+00:00,2023-10-13T17:45:51+00:00
3437,2023-10-13T17:45:56+00:00,2023-10-13T17:45:56+00:00,2023-10-13T17:45:56+00:00,2023-10-13T17:45:56+00:00
3438,2023-10-13T17:46:01+00:00,2023-10-13T17:46:01+00:00,2023-10-13T17:46:01+00:00,2023-10-13T17:46:01+00:00
3439,2023-10-13T17:46:06+00:00,2023-10-13T17:46:06+00:00,2023-10-13T17:46:06+00:00,2023-10-13T17:46:06+00:00
3440,2023-10-13T17:46:11+00:00,2023-10-13T17:46:11+00:00,2023-10-13T17:46:11+00:00,2023-10-13T17:46:11+00:00
3441,2023-10-13T17:46:16+00:00,2023-10-13T17:46:16+00:00,2023-10-13T17:46:16+00:00,2023-10-13T17:46:16+00:00
3442,2023-10-13T17:46:21+00:00,2023-10-13T17:46:21+00:00,2023-10-13T17:46:21+00:00,2023-10-13T17:46:22+00:00
3443,2023-10-13T17:46:26+00:00,2023-10-13T17:46:26+00:00,2023-10-13T17:46:26+00:00,2023-10-13T17:46:26+00:00
3444,2023-10-13T17:46:31+00:00,2023-10-13T17:46:31+00:00,2023-10-13T17:46:31+00:00,2023-10-13T17:46:31+00:00
3445,2023-10-13T17:46:36+00:00,2023-10-13T17:46:36+00:00,2023-10-13T17:46:36+00:00,2023-10-13T17:46:36+00:00
3446,2023-10-13T17:46:41+00:00,2023-10-13T17:46:41+00:00,2023-10-13T17:46:41+00:00,2023-10-13T17:46:41+00:00
3447,2023-10-13T17:46:46+00:00,2023-10-13T17:46:46+00:00,2023-10-13T17:46:46+00:00,2023-10-13T17:46:46+00:00
3448,2023-10-13T17:46:51+00:00,2023-10-13T17:46:51+00:00,2023-10-13T17:46:51+00:00,2023-10-13T17:46:51+00:00
3449,2023-10-13T17:46:56+00:00,2023-10-13T17:46:56+00:00,2023-10-13T17:46:56+00:00,2023-10-13T17:46:57+00:00
3450,2023-10-13T17:47:01+00:00,2023-10-13T17:47:01+00:00,2023-10-13T17:47:02+00:00,2023-10-13T17:47:01+00:00
3451,2023-10-13T17:47:06+00:00,2023-10-13T17:47:06+00:00,2023-10-13T17:47:07+00:00,2023-10-13T17:47:06+00:00
3452,2023-10-13T17:47:12+00:00,2023-10-13T17:47:11+00:00,2023-10-13T17:47:11+00:00,2023-10-13T17:47:11+00:00
3453,2023-10-13T17:47:16+00:00,2023-10-13T17:47:16+00:00,2023-10-13T17:47:17+00:00,2023-10-13T17:47:17+00:00
3454,2023-10-13T17:47:21+00:00,2023-10-13T17:47:21+00:00,2023-10-13T17:47:22+00:00,2023-10-13T17:47:22+00:00
3455,2023-10-13T17:47:26+00:00,2023-10-13T17:47:26+00:00,2023-10-13T17:47:26+00:00,2023-10-13T17:47:27+00:00
3456,2023-10-13T17:47:32+00:00,2023-10-13T17:47:31+00:00,2023-10-13T17:47:32+00:00,2023-10-13T17:47:32+00:00
3457,2023-10-13T17:47:36+00:00,2023-10-13T17:47:37+00:00,2023-10-13T17:47:36+00:00,2023-10-13T17:47:37+00:00
3458,2023-10-13T17:47:42+00:00,2023-10-13T17:47:41+00:00,2023-10-13T17:47:42+00:00,2023-10-13T17:47:42+00:00
3459,2023-10-13T17:47:47+00:00,2023-10-13T17:47:47+00:00,2023-10-13T17:47:47+00:00,2023-10-13T17:47:47+00:00
3460,2023-10-13T17:47:52+00:00,2023-10-13T17:47:51+00:00,2023-10-13T17:47:52+00:00,2023-10-13T17:47:52+00:00
3461,2023-10-13T17:47:57+00:00,2023-10-13T17:47:57+00:00,2023-10-13T17:47:57+00:00,2023-10-13T17:47:57+00:00
3462,2023-10-13T17:48:02+00:00,2023-10-13T17:48:02+00:00,2023-10-13T17:48:02+00:00,2023-10-13T17:48:02+00:00
3463,2023-10-13T17:48:07+00:00,2023-10-13T17:48:07+00:00,2023-10-13T17:48:07+00:00,2023-10-13T17:48:07+00:00
3464,2023-10-13T17:48:12+00:00,2023-10-13T17:48:12+00:00,2023-10-13T17:48:12+00:00,2023-10-13T17:48:12+00:00
3465,2023-10-13T17:48:17+00:00,2023-10-13T17:48:16+00:00,2023-10-13T17:48:17+00:00,2023-10-13T17:48:17+00:00
3466,2023-10-13T17:48:22+00:00,2023-10-13T17:48:22+00:00,2023-10-13T17:48:22+00:00,2023-10-13T17:48:22+00:00
3467,2023-10-13T17:48:27+00:00,2023-10-13T17:48:27+00:00,2023-10-13T17:48:27+00:00,2023-10-13T17:48:27+00:00
3468,2023-10-13T17:48:32+00:00,2023-10-13T17:48:32+00:00,2023-10-13T17:48:32+00:00,2023-10-13T17:48:32+00:00
3469,2023-10-13T17:48:37+00:00,2023-10-13T17:48:37+00:00,2023-10-13T17:48:37+00:00,2023-10-13T17:48:37+00:00
3470,2023-10-13T17:48:42+00:00,2023-10-13T17:48:42+00:00,2023-10-13T17:48:42+00:00,2023-10-13T17:48:42+00:00
3471,2023-10-13T17:48:47+00:00,2023-10-13T17:48:47+00:00,2023-10-13T17:48:47+00:00,2023-10-13T17:48:47+00:00
3472,2023-10-13T17:48:52+00:00,2023-10-13T17:48:52+00:00,2023-10-13T17:48:52+00:00,2023-10-13T17:48:52+00:00
3473,2023-10-13T17:48:57+00:00,2023-10-13T17:48:57+00:00,2023-10-13T17:48:57+00:00,2023-10-13T17:48:57+00:00
3474,2023-10-13T17:49:02+00:00,2023-10-13T17:49:02+00:00,2023-10-13T17:49:02+00:00,2023-10-13T17:49:02+00:00
3475,2023-10-13T17:49:07+00:00,2023-10-13T17:49:07+00:00,2023-10-13T17:49:07+00:00,2023-10-13T17:49:07+00:00
3476,2023-10-13T17:49:12+00:00,2023-10-13T17:49:12+00:00,2023-10-13T17:49:12+00:00,2023-10-13T17:49:12+00:00
3477,2023-10-13T17:49:17+00:00,2023-10-13T17:49:17+00:00,2023-10-13T17:49:17+00:00,2023-10-13T17:49:17+00:00
3478,2023-10-13T17:49:22+00:00,2023-10-13T17:49:22+00:00,2023-10-13T17:49:22+00:00,2023-10-13T17:49:22+00:00
3479,2023-10-13T17:49:27+00:00,2023-10-13T17:49:27+00:00,2023-10-13T17:49:27+00:00,2023-10-13T17:49:27+00:00
3480,2023-10-13T17:49:32+00:00,2023-10-13T17:49:32+00:00,2023-10-13T17:49:32+00:00,2023-10-13T17:49:32+00:00
3481,2023-10-13T17:49:37+00:00,2023-10-13T17:49:37+00:00,2023-10-13T17:49:37+00:00,2023-10-13T17:49:37+00:00
3482,2023-10-13T17:49:42+00:00,2023-10-13T17:49:42+00:00,2023-10-13T17:49:42+00:00,2023-10-13T17:49:42+00:00
3483,2023-10-13T17:49:47+00:00,2023-10-13T17:49:47+00:00,2023-10-13T17:49:47+00:00,2023-10-13T17:49:47+00:00
3484,2023-10-13T17:49:52+00:00,2023-10-13T17:49:52+00:00,2023-10-13T17:49:52+00:00,2023-10-13T17:49:52+00:00
3485,2023-10-13T17:49:57+00:00,2023-10-13T17:49:57+00:00,2023-10-13T17:49:57+00:00,2023-10-13T17:49:57+00:00
3486,2023-10-13T17:50:02+00:00,2023-10-13T17:50:02+00:00,2023-10-13T17:50:02+00:00,2023-10-13T17:50:02+00:00
3487,2023-10-13T17:50:07+00:00,2023-10-13T17:50:07+00:00,2023-10-13T17:50:07+00:00,2023-10-13T17:50:07+00:00
3488,2023-10-13T17:50:12+00:00,2023-10-13T17:50:12+00:00,2023-10-13T17:50:12+00:00,2023-10-13T17:50:12+00:00
3489,2023-10-13T17:50:17+00:00,2023-10-13T17:50:17+00:00,2023-10-13T17:50:17+00:00,2023-10-13T17:50:17+00:00
3490,2023-10-13T17:50:22+00:00,2023-10-13T17:50:22+00:00,2023-10-13T17:50:22+00:00,2023-10-13T17:50:22+00:00
3491,2023-10-13T17:50:27+00:00,2023-10-13T17:50:27+00:00,2023-10-13T17:50:27+00:00,2023-10-13T17:50:27+00:00
3492,2023-10-13T17:50:32+00:00,2023-10-13T17:50:32+00:00,2023-10-13T17:50:32+00:00,2023-10-13T17:50:32+00:00
3493,2023-10-13T17:50:37+00:00,2023-10-13T17:50:37+00:00,2023-10-13T17:50:37+00:00,2023-10-13T17:50:37+00:00
3494,2023-10-13T17:50:42+00:00,2023-10-13T17:50:42+00:00,2023-10-13T17:50:42+00:00,2023-10-13T17:50:42+00:00
3495,2023-10-13T17:50:47+00:00,2023-10-13T17:50:47+00:00,2023-10-13T17:50:47+00:00,2023-10-13T17:50:47+00:00
3496,2023-10-13T17:50:52+00:00,2023-10-13T17:50:52+00:00,2023-10-13T17:50:52+00:00,2023-10-13T17:50:52+00:00
3497,2023-10-13T17:50:57+00:00,2023-10-13T17:50:57+00:00,2023-10-13T17:50:57+00:00,2023-10-13T17:50:57+00:00
3498,2023-10-13T17:51:02+00:00,2023-10-13T17:51:02+00:00,2023-10-13T17:51:02+00:00,2023-10-13T17:51:02+00:00
3499,2023-10-13T17:51:07+00:00,2023-10-13T17:51:07+00:00,2023-10-13T17:51:07+00:00,2023-10-13T17:51:07+00:00
3500,2023-10-13T17:51:12+00:00,2023-10-13T17:51:12+00:00,2023-10-13T17:51:12+00:00,2023-10-13T17:51:12+00:00
3501,2023-10-13T17:51:17+00:00,2023-10-13T17:51:17+00:00,2023-10-13T17:51:17+00:00,2023-10-13T17:51:17+00:00
3502,2023-10-13T17:51:22+00:00,2023-10-13T17:51:22+00:00,2023-10-13T17:51:22+00:00,2023-10-13T17:51:22+00:00
3503,2023-10-13T17:51:27+00:00,2023-10-13T17:51:27+00:00,2023-10-13T17:51:27+00:00,2023-10-13T17:51:27+00:00
3504,2023-10-13T17:51:32+00:00,2023-10-13T17:51:32+00:00,2023-10-13T17:51:32+00:00,2023-10-13T17:51:32+00:00
3505,2023-10-13T17:51:37+00:00,2023-10-13T17:51:37+00:00,2023-10-13T17:51:37+00:00,2023-10-13T17:51:37+00:00
3506,2023-10-13T17:51:42+00:00,2023-10-13T17:51:42+00:00,2023-10-13T17:51:42+00:00,2023-10-13T17:51:42+00:00
3507,2023-10-13T17:51:47+00:00,2023-10-13T17:51:47+00:00,2023-10-13T17:51:47+00:00,2023-10-13T17:51:47+00:00
3508,2023-10-13T17:51:52+00:00,2023-10-13T17:51:52+00:00,2023-10-13T17:51:52+00:00,2023-10-13T17:51:52+00:00
3509,2023-10-13T17:51:57+00:00,2023-10-13T17:51:57+00:00,2023-10-13T17:51:57+00:00,2023-10-13T17:51:57+00:00
3510,2023-10-13T17:52:02+00:00,2023-10-13T17:52:02+00:00,2023-10-13T17:52:02+00:00,2023-10-13T17:52:02+00:00
3511,2023-10-13T17:52:07+00:00,2023-10-13T17:52:07+00:00,2023-10-13T17:52:07+00:00,2023-10-13T17:52:07+00:00
3512,2023-10-13T17:52:12+00:00,2023-10-13T17:52:12+00:00,2023-10-13T17:52:12+00:00,2023-10-13T17:52:12+00:00
3513,2023-10-13T17:52:17+00:00,2023-10-13T17:52:17+00:00,2023-10-13T17:52:17+00:00,2023-10-13T17:52:17+00:00
3514,2023-10-13T17:52:22+00:00,2023-10-13T17:52:22+00:00,2023-10-13T17:52:22+00:00,2023-10-13T17:52:22+00:00
3515,2023-10-13T17:52:27+00:00,2023-10-13T17:52:27+00:00,2023-10-13T17:52:27+00:00,2023-10-13T17:52:27+00:00
3516,2023-10-13T17:52:32+00:00,2023-10-13T17:52:32+00:00,2023-10-13T17:52:32+00:00,2023-10-13T17:52:32+00:00
3517,2023-10-13T17:52:37+00:00,2023-10-13T17:52:37+00:00,2023-10-13T17:52:37+00:00,2023-10-13T17:52:37+00:00
3518,2023-10-13T17:52:42+00:00,2023-10-13T17:52:42+00:00,2023-10-13T17:52:42+00:00,2023-10-13T17:52:42+00:00
3519,2023-10-13T17:52:47+00:00,2023-10-13T17:52:47+00:00,2023-10-13T17:52:47+00:00,2023-10-13T17:52:47+00:00
3520,2023-10-13T17:52:52+00:00,2023-10-13T17:52:52+00:00,2023-10-13T17:52:52+00:00,2023-10-13T17:52:52+00:00
3521,2023-10-13T17:52:57+00:00,2023-10-13T17:52:57+00:00,2023-10-13T17:52:57+00:00,2023-10-13T17:52:57+00:00
3522,2023-10-13T17:53:02+00:00,2023-10-13T17:53:02+00:00,2023-10-13T17:53:02+00:00,2023-10-13T17:53:02+00:00
3523,2023-10-13T17:53:12+00:00,2023-10-13T17:53:07+00:00,2023-10-13T17:53:07+00:00,2023-10-13T17:53:07+00:00
3524,2023-10-13T17:53:17+00:00,2023-10-13T17:53:12+00:00,2023-10-13T17:53:12+00:00,2023-10-13T17:53:12+00:00
3525,2023-10-13T17:53:17+00:00,2023-10-13T17:53:17+00:00,2023-10-13T17:53:17+00:00,2023-10-13T17:53:17+00:00
3526,2023-10-13T17:53:22+00:00,2023-10-13T17:53:22+00:00,2023-10-13T17:53:22+00:00,2023-10-13T17:53:22+00:00
3527,2023-10-13T17:53:27+00:00,2023-10-13T17:53:27+00:00,2023-10-13T17:53:27+00:00,2023-10-13T17:53:27+00:00
3528,2023-10-13T17:53:32+00:00,2023-10-13T17:53:32+00:00,2023-10-13T17:53:32+00:00,2023-10-13T17:53:32+00:00
3529,2023-10-13T17:53:37+00:00,2023-10-13T17:53:37+00:00,2023-10-13T17:53:37+00:00,2023-10-13T17:53:37+00:00
3530,2023-10-13T17:53:42+00:00,2023-10-13T17:53:42+00:00,2023-10-13T17:53:42+00:00,2023-10-13T17:53:42+00:00
3531,2023-10-13T17:53:47+00:00,2023-10-13T17:53:47+00:00,2023-10-13T17:53:47+00:00,2023-10-13T17:53:47+00:00
3532,2023-10-13T17:53:52+00:00,2023-10-13T17:53:52+00:00,2023-10-13T17:53:52+00:00,2023-10-13T17:53:52+00:00
3533,2023-10-13T17:53:57+00:00,2023-10-13T17:53:57+00:00,2023-10-13T17:53:57+00:00,2023-10-13T17:53:57+00:00
3534,2023-10-13T17:54:02+00:00,2023-10-13T17:54:02+00:00,2023-10-13T17:54:02+00:00,2023-10-13T17:54:02+00:00
3535,2023-10-13T17:54:07+00:00,2023-10-13T17:54:07+00:00,2023-10-13T17:54:07+00:00,2023-10-13T17:54:07+00:00
3536,2023-10-13T17:54:12+00:00,2023-10-13T17:54:12+00:00,2023-10-13T17:54:12+00:00,2023-10-13T17:54:12+00:00
3537,2023-10-13T17:54:17+00:00,2023-10-13T17:54:17+00:00,2023-10-13T17:54:17+00:00,2023-10-13T17:54:17+00:00
3538,2023-10-13T17:54:22+00:00,2023-10-13T17:54:22+00:00,2023-10-13T17:54:22+00:00,2023-10-13T17:54:22+00:00
3539,2023-10-13T17:54:27+00:00,2023-10-13T17:54:27+00:00,2023-10-13T17:54:27+00:00,2023-10-13T17:54:27+00:00
3540,2023-10-13T17:54:32+00:00,2023-10-13T17:54:32+00:00,2023-10-13T17:54:32+00:00,2023-10-13T17:54:32+00:00
3541,2023-10-13T17:54:37+00:00,2023-10-13T17:54:37+00:00,2023-10-13T17:54:37+00:00,2023-10-13T17:54:37+00:00
3542,2023-10-13T17:54:42+00:00,2023-10-13T17:54:42+00:00,2023-10-13T17:54:42+00:00,2023-10-13T17:54:42+00:00
3543,2023-10-13T17:54:47+00:00,2023-10-13T17:54:47+00:00,2023-10-13T17:54:47+00:00,2023-10-13T17:54:47+00:00
3544,2023-10-13T17:54:52+00:00,2023-10-13T17:54:52+00:00,2023-10-13T17:54:52+00:00,2023-10-13T17:54:52+00:00
3545,2023-10-13T17:54:57+00:00,2023-10-13T17:54:57+00:00,2023-10-13T17:54:57+00:00,2023-10-13T17:54:57+00:00
3546,2023-10-13T17:55:02+00:00,2023-10-13T17:55:02+00:00,2023-10-13T17:55:03+00:00,2023-10-13T17:55:02+00:00
3547,2023-10-13T17:55:07+00:00,2023-10-13T17:55:07+00:00,2023-10-13T17:55:07+00:00,2023-10-13T17:55:08+00:00
3548,2023-10-13T17:55:12+00:00,2023-10-13T17:55:12+00:00,2023-10-13T17:55:12+00:00,2023-10-13T17:55:12+00:00
3549,2023-10-13T17:55:17+00:00,2023-10-13T17:55:17+00:00,2023-10-13T17:55:17+00:00,2023-10-13T17:55:17+00:00
3550,2023-10-13T17:55:23+00:00,2023-10-13T17:55:22+00:00,2023-10-13T17:55:23+00:00,2023-10-13T17:55:22+00:00
3551,2023-10-13T17:55:27+00:00,2023-10-13T17:55:27+00:00,2023-10-13T17:55:28+00:00,2023-10-13T17:55:27+00:00
3552,2023-10-13T17:55:32+00:00,2023-10-13T17:55:32+00:00,2023-10-13T17:55:32+00:00,2023-10-13T17:55:32+00:00
3553,2023-10-13T17:55:37+00:00,2023-10-13T17:55:37+00:00,2023-10-13T17:55:38+00:00,2023-10-13T17:55:37+00:00
3554,2023-10-13T17:55:42+00:00,2023-10-13T17:55:42+00:00,2023-10-13T17:55:42+00:00,2023-10-13T17:55:43+00:00
3555,2023-10-13T17:55:48+00:00,2023-10-13T17:55:47+00:00,2023-10-13T17:55:48+00:00,2023-10-13T17:55:47+00:00
3556,2023-10-13T17:55:52+00:00,2023-10-13T17:55:53+00:00,2023-10-13T17:55:53+00:00,2023-10-13T17:55:53+00:00
3557,2023-10-13T17:55:57+00:00,2023-10-13T17:55:57+00:00,2023-10-13T17:55:57+00:00,2023-10-13T17:55:58+00:00
3558,2023-10-13T17:56:03+00:00,2023-10-13T17:56:02+00:00,2023-10-13T17:56:03+00:00,2023-10-13T17:56:03+00:00
3559,2023-10-13T17:56:08+00:00,2023-10-13T17:56:07+00:00,2023-10-13T17:56:08+00:00,2023-10-13T17:56:08+00:00
3560,2023-10-13T17:56:12+00:00,2023-10-13T17:56:13+00:00,2023-10-13T17:56:13+00:00,2023-10-13T17:56:13+00:00
3561,2023-10-13T17:56:18+00:00,2023-10-13T17:56:17+00:00,2023-10-13T17:56:18+00:00,2023-10-13T17:56:18+00:00
3562,2023-10-13T17:56:23+00:00,2023-10-13T17:56:22+00:00,2023-10-13T17:56:23+00:00,2023-10-13T17:56:23+00:00
3563,2023-10-13T17:56:27+00:00,2023-10-13T17:56:27+00:00,2023-10-13T17:56:28+00:00,2023-10-13T17:56:28+00:00
3564,2023-10-13T17:56:33+00:00,2023-10-13T17:56:33+00:00,2023-10-13T17:56:33+00:00,2023-10-13T17:56:33+00:00
3565,2023-10-13T17:56:38+00:00,2023-10-13T17:56:37+00:00,2023-10-13T17:56:38+00:00,2023-10-13T17:56:38+00:00
3566,2023-10-13T17:56:43+00:00,2023-10-13T17:56:42+00:00,2023-10-13T17:56:43+00:00,2023-10-13T17:56:43+00:00
3567,2023-10-13T17:56:48+00:00,2023-10-13T17:56:48+00:00,2023-10-13T17:56:48+00:00,2023-10-13T17:56:48+00:00
3568,2023-10-13T17:56:53+00:00,2023-10-13T17:56:53+00:00,2023-10-13T17:56:53+00:00,2023-10-13T17:56:53+00:00
3569,2023-10-13T17:56:58+00:00,2023-10-13T17:56:58+00:00,2023-10-13T17:56:58+00:00,2023-10-13T17:56:58+00:00
3570,2023-10-13T17:57:03+00:00,2023-10-13T17:57:03+00:00,2023-10-13T17:57:03+00:00,2023-10-13T17:57:03+00:00
3571,2023-10-13T17:57:08+00:00,2023-10-13T17:57:08+00:00,2023-10-13T17:57:08+00:00,2023-10-13T17:57:08+00:00
3572,2023-10-13T17:57:13+00:00,2023-10-13T17:57:13+00:00,2023-10-13T17:57:13+00:00,2023-10-13T17:57:13+00:00
3573,2023-10-13T17:57:18+00:00,2023-10-13T17:57:18+00:00,2023-10-13T17:57:18+00:00,2023-10-13T17:57:18+00:00
3574,2023-10-13T17:57:23+00:00,2023-10-13T17:57:23+00:00,2023-10-13T17:57:23+00:00,2023-10-13T17:57:23+00:00
3575,2023-10-13T17:57:28+00:00,2023-10-13T17:57:28+00:00,2023-10-13T17:57:28+00:00,2023-10-13T17:57:28+00:00
3576,2023-10-13T17:57:33+00:00,2023-10-13T17:57:33+00:00,2023-10-13T17:57:33+00:00,2023-10-13T17:57:33+00:00
3577,2023-10-13T17:57:38+00:00,2023-10-13T17:57:38+00:00,2023-10-13T17:57:38+00:00,2023-10-13T17:57:38+00:00
3578,2023-10-13T17:57:43+00:00,2023-10-13T17:57:43+00:00,2023-10-13T17:57:43+00:00,2023-10-13T17:57:43+00:00
3579,2023-10-13T17:57:48+00:00,2023-10-13T17:57:48+00:00,2023-10-13T17:57:48+00:00,2023-10-13T17:57:48+00:00
3580,2023-10-13T17:57:53+00:00,2023-10-13T17:57:53+00:00,2023-10-13T17:57:53+00:00,2023-10-13T17:57:53+00:00
3581,2023-10-13T17:57:58+00:00,2023-10-13T17:57:58+00:00,2023-10-13T17:57:58+00:00,2023-10-13T17:57:58+00:00
3582,2023-10-13T17:58:03+00:00,2023-10-13T17:58:03+00:00,2023-10-13T17:58:03+00:00,2023-10-13T17:58:03+00:00
3583,2023-10-13T17:58:08+00:00,2023-10-13T17:58:08+00:00,2023-10-13T17:58:08+00:00,2023-10-13T17:58:08+00:00
3584,2023-10-13T17:58:13+00:00,2023-10-13T17:58:13+00:00,2023-10-13T17:58:13+00:00,2023-10-13T17:58:13+00:00
3585,2023-10-13T17:58:18+00:00,2023-10-13T17:58:18+00:00,2023-10-13T17:58:18+00:00,2023-10-13T17:58:18+00:00
3586,2023-10-13T17:58:23+00:00,2023-10-13T17:58:23+00:00,2023-10-13T17:58:23+00:00,2023-10-13T17:58:23+00:00
3587,2023-10-13T17:58:28+00:00,2023-10-13T17:58:28+00:00,2023-10-13T17:58:28+00:00,2023-10-13T17:58:28+00:00
3588,2023-10-13T17:58:33+00:00,2023-10-13T17:58:33+00:00,2023-10-13T17:58:33+00:00,2023-10-13T17:58:33+00:00
3589,2023-10-13T17:58:38+00:00,2023-10-13T17:58:38+00:00,2023-10-13T17:58:38+00:00,2023-10-13T17:58:38+00:00
3590,2023-10-13T17:58:43+00:00,2023-10-13T17:58:43+00:00,2023-10-13T17:58:43+00:00,2023-10-13T17:58:43+00:00
3591,2023-10-13T17:58:48+00:00,2023-10-13T17:58:48+00:00,2023-10-13T17:58:48+00:00,2023-10-13T17:58:48+00:00
3592,2023-10-13T17:58:53+00:00,2023-10-13T17:58:53+00:00,2023-10-13T17:58:53+00:00,2023-10-13T17:58:53+00:00
3593,2023-10-13T17:58:58+00:00,2023-10-13T17:58:58+00:00,2023-10-13T17:58:58+00:00,2023-10-13T17:58:58+00:00
3594,2023-10-13T17:59:03+00:00,2023-10-13T17:59:03+00:00,2023-10-13T17:59:03+00:00,2023-10-13T17:59:03+00:00
3595,2023-10-13T17:59:08+00:00,2023-10-13T17:59:08+00:00,2023-10-13T17:59:08+00:00,2023-10-13T17:59:08+00:00
3596,2023-10-13T17:59:13+00:00,2023-10-13T17:59:13+00:00,2023-10-13T17:59:13+00:00,2023-10-13T17:59:13+00:00
3597,2023-10-13T17:59:18+00:00,2023-10-13T17:59:18+00:00,2023-10-13T17:59:18+00:00,2023-10-13T17:59:18+00:00
3598,2023-10-13T17:59:23+00:00,2023-10-13T17:59:23+00:00,2023-10-13T17:59:23+00:00,2023-10-13T17:59:23+00:00
3599,2023-10-13T17:59:28+00:00,2023-10-13T17:59:28+00:00,2023-10-13T17:59:28+00:00,2023-10-13T17:59:28+00:00
