scan_number,time0,time1,time2,time3
3208,2023-10-13T17:26:49+00:00,2023-10-13T17:26:49+00:00,2023-10-13T17:26:49+00:00,2023-10-13T17:26:49+00:00
3209,2023-10-13T17:26:54+00:00,2023-10-13T17:26:54+00:00,2023-10-13T17:26:54+00:00,2023-10-13T17:26:54+00:00
3210,2023-10-13T17:26:59+00:00,2023-10-13T17:26:59+00:00,2023-10-13T17:26:59+00:00,2023-10-13T17:26:59+00:00
3211,2023-10-13T17:27:04+00:00,2023-10-13T17:27:04+00:00,2023-10-13T17:27:04+00:00,2023-10-13T17:27:04+00:00
3212,2023-10-13T17:27:09+00:00,2023-10-13T17:27:09+00:00,2023-10-13T17:27:09+00:00,2023-10-13T17:27:09+00:00
3213,2023-10-13T17:27:14+00:00,2023-10-13T17:27:14+00:00,2023-10-13T17:27:14+00:00,2023-10-13T17:27:14+00:00
3214,2023-10-13T17:27:19+00:00,2023-10-13T17:27:19+00:00,2023-10-13T17:27:19+00:00,2023-10-13T17:27:19+00:00
3215,2023-10-13T17:27:24+00:00,2023-10-13T17:27:24+00:00,2023-10-13T17:27:24+00:00,2023-10-13T17:27:24+00:00
3216,2023-10-13T17:27:29+00:00,2023-10-13T17:27:29+00:00,2023-10-13T17:27:29+00:00,2023-10-13T17:27:29+00:00
3217,2023-10-13T17:27:34+00:00,2023-10-13T17:27:34+00:00,2023-10-13T17:27:34+00:00,2023-10-13T17:27:34+00:00
3218,2023-10-13T17:27:39+00:00,2023-10-13T17:27:39+00:00,2023-10-13T17:27:39+00:00,2023-10-13T17:27:39+00:00
3219,2023-10-13T17:27:44+00:00,2023-10-13T17:27:44+00:00,2023-10-13T17:27:44+00:00,2023-10-13T17:27:44+00:00
3220,2023-10-13T17:27:49+00:00,2023-10-13T17:27:49+00:00,2023-10-13T17:27:49+00:00,2023-10-13T17:27:49+00:00
3221,2023-10-13T17:27:54+00:00,2023-10-13T17:27:54+00:00,2023-10-13T17:27:54+00:00,2023-10-13T17:27:54+00:00
3222,2023-10-13T17:27:59+00:00,2023-10-13T17:27:59+00:00,2023-10-13T17:27:59+00:00,2023-10-13T17:27:59+00:00
3223,2023-10-13T17:28:04+00:00,2023-10-13T17:28:04+00:00,2023-10-13T17:28:04+00:00,2023-10-13T17:28:04+00:00
3224,2023-10-13T17:28:09+00:00,2023-10-13T17:28:09+00:00,2023-10-13T17:28:09+00:00,2023-10-13T17:28:09+00:00
3225,2023-10-13T17:28:14+00:00,2023-10-13T17:28:14+00:00,2023-10-13T17:28:14+00:00,2023-10-13T17:28:14+00:00
3226,2023-10-13T17:28:19+00:00,2023-10-13T17:28:19+00:00,2023-10-13T17:28:19+00:00,2023-10-13T17:28:19+00:00
3227,2023-10-13T17:28:24+00:00,2023-10-13T17:28:24+00:00,2023-10-13T17:28:24+00:00,2023-10-13T17:28:24+00:00
3228,2023-10-13T17:28:29+00:00,2023-10-13T17:28:29+00:00,2023-10-13T17:28:29+00:00,2023-10-13T17:28:29+00:00
3229,2023-10-13T17:28:34+00:00,2023-10-13T17:28:34+00:00,2023-10-13T17:28:34+00:00,2023-10-13T17:28:34+00:00
3230,2023-10-13T17:28:39+00:00,2023-10-13T17:28:39+00:00,2023-10-13T17:28:39+00:00,2023-10-13T17:28:39+00:00
3231,2023-10-13T17:28:44+00:00,2023-10-13T17:28:44+00:00,2023-10-13T17:28:44+00:00,2023-10-13T17:28:44+00:00
3232,2023-10-13T17:28:49+00:00,2023-10-13T17:28:49+00:00,2023-10-13T17:28:49+00:00,2023-10-13T17:28:49+00:00
3233,2023-10-13T17:28:54+00:00,2023-10-13T17:28:54+00:00,2023-10-13T17:28:54+00:00,2023-10-13T17:28:54+00:00
3234,2023-10-13T17:28:59+00:00,2023-10-13T17:28:59+00:00,2023-10-13T17:28:59+00:00,2023-10-13T17:28:59+00:00
3235,2023-10-13T17:29:04+00:00,2023-10-13T17:29:04+00:00,2023-10-13T17:29:04+00:00,2023-10-13T17:29:04+00:00
3236,2023-10-13T17:29:09+00:00,2023-10-13T17:29:09+00:00,2023-10-13T17:29:09+00:00,2023-10-13T17:29:09+00:00
3237,2023-10-13T17:29:14+00:00,2023-10-13T17:29:14+00:00,2023-10-13T17:29:14+00:00,2023-10-13T17:29:14+00:00
3238,2023-10-13T17:29:19+00:00,2023-10-13T17:29:19+00:00,2023-10-13T17:29:19+00:00,2023-10-13T17:29:19+00:00
3239,2023-10-13T17:29:24+00:00,2023-10-13T17:29:24+00:00,2023-10-13T17:29:24+00:00,2023-10-13T17:29:24+00:00
3240,2023-10-13T17:29:29+00:00,2023-10-13T17:29:29+00:00,2023-10-13T17:29:29+00:00,2023-10-13T17:29:29+00:00
3241,2023-10-13T17:29:34+00:00,2023-10-13T17:29:34+00:00,2023-10-13T17:29:34+00:00,2023-10-13T17:29:34+00:00
3242,2023-10-13T17:29:39+00:00,2023-10-13T17:29:39+00:00,2023-10-13T17:29:39+00:00,2023-10-13T17:29:39+00:00
3243,2023-10-13T17:29:44+00:00,2023-10-13T17:29:44+00:00,2023-10-13T17:29:44+00:00,2023-10-13T17:29:44+00:00
3244,2023-10-13T17:29:49+00:00,2023-10-13T17:29:49+00:00,2023-10-13T17:29:49+00:00,2023-10-13T17:29:49+00:00
3245,2023-10-13T17:29:54+00:00,2023-10-13T17:29:54+00:00,2023-10-13T17:29:54+00:00,2023-10-13T17:29:54+00:00
3246,2023-10-13T17:29:59+00:00,2023-10-13T17:29:59+00:00,2023-10-13T17:29:59+00:00,2023-10-13T17:29:59+00:00
3247,2023-10-13T17:30:04+00:00,2023-10-13T17:30:04+00:00,2023-10-13T17:30:05+00:00,2023-10-13T17:30:04+00:00
3248,2023-10-13T17:30:09+00:00,2023-10-13T17:30:09+00:00,2023-10-13T17:30:09+00:00,2023-10-13T17:30:09+00:00
3249,2023-10-13T17:30:14+00:00,2023-10-13T17:30:14+00:00,2023-10-13T17:30:14+00:00,2023-10-13T17:30:14+00:00
3250,2023-10-13T17:30:19+00:00,2023-10-13T17:30:19+00:00,2023-10-13T17:30:20+00:00,2023-10-13T17:30:19+00:00
3251,2023-10-13T17:30:24+00:00,2023-10-13T17:30:24+00:00,2023-10-13T17:30:25+00:00,2023-10-13T17:30:25+00:00
3252,2023-10-13T17:30:29+00:00,2023-10-13T17:30:29+00:00,2023-10-13T17:30:30+00:00,2023-10-13T17:30:29+00:00
3253,2023-10-13T17:30:34+00:00,2023-10-13T17:30:35+00:00,2023-10-13T17:30:35+00:00,2023-10-13T17:30:35+00:00
3254,2023-10-13T17:30:39+00:00,2023-10-13T17:30:39+00:00,2023-10-13T17:30:40+00:00,2023-10-13T17:30:39+00:00
3255,2023-10-13T17:30:45+00:00,2023-10-13T17:30:45+00:00,2023-10-13T17:30:44+00:00,2023-10-13T17:30:44+00:00
3256,2023-10-13T17:30:49+00:00,2023-10-13T17:30:49+00:00,2023-10-13T17:30:50+00:00,2023-10-13T17:30:50+00:00
3257,2023-10-13T17:30:54+00:00,2023-10-13T17:30:55+00:00,2023-10-13T17:30:55+00:00,2023-10-13T17:30:55+00:00
3258,2023-10-13T17:31:00+00:00,2023-10-13T17:31:00+00:00,2023-10-13T17:31:00+00:00,2023-10-13T17:31:00+00:00
3259,2023-10-13T17:31:04+00:00,2023-10-13T17:31:05+00:00,2023-10-13T17:31:05+00:00,2023-10-13T17:31:05+00:00
3260,2023-10-13T17:31:10+00:00,2023-10-13T17:31:09+00:00,2023-10-13T17:31:10+00:00,2023-10-13T17:31:10+00:00
3261,2023-10-13T17:31:14+00:00,2023-10-13T17:31:15+00:00,2023-10-13T17:31:15+00:00,2023-10-13T17:31:15+00:00
3262,2023-10-13T17:31:20+00:00,2023-10-13T17:31:20+00:00,2023-10-13T17:31:20+00:00,2023-10-13T17:31:20+00:00
3263,2023-10-13T17:31:24+00:00,2023-10-13T17:31:25+00:00,2023-10-13T17:31:25+00:00,2023-10-13T17:31:25+00:00
3264,2023-10-13T17:31:30+00:00,2023-10-13T17:31:30+00:00,2023-10-13T17:31:30+00:00,2023-10-13T17:31:30+00:00
3265,2023-10-13T17:31:35+00:00,2023-10-13T17:31:35+00:00,2023-10-13T17:31:35+00:00,2023-10-13T17:31:35+00:00
3266,2023-10-13T17:31:40+00:00,2023-10-13T17:31:40+00:00,2023-10-13T17:31:40+00:00,2023-10-13T17:31:40+00:00
3267,2023-10-13T17:31:45+00:00,2023-10-13T17:31:45+00:00,2023-10-13T17:31:45+00:00,2023-10-13T17:31:45+00:00
3268,2023-10-13T17:31:50+00:00,2023-10-13T17:31:50+00:00,2023-10-13T17:31:50+00:00,2023-10-13T17:31:50+00:00
3269,2023-10-13T17:31:55+00:00,2023-10-13T17:31:55+00:00,2023-10-13T17:31:55+00:00,2023-10-13T17:31:55+00:00
3270,2023-10-13T17:32:00+00:00,2023-10-13T17:32:00+00:00,2023-10-13T17:32:00+00:00,2023-10-13T17:32:00+00:00
3271,2023-10-13T17:32:05+00:00,2023-10-13T17:32:05+00:00,2023-10-13T17:32:05+00:00,2023-10-13T17:32:05+00:00
3272,2023-10-13T17:32:10+00:00,2023-10-13T17:32:10+00:00,2023-10-13T17:32:10+00:00,2023-10-13T17:32:10+00:00
3273,2023-10-13T17:32:15+00:00,2023-10-13T17:32:15+00:00,2023-10-13T17:32:15+00:00,2023-10-13T17:32:15+00:00
3274,2023-10-13T17:32:20+00:00,2023-10-13T17:32:20+00:00,2023-10-13T17:32:20+00:00,2023-10-13T17:32:20+00:00
3275,2023-10-13T17:32:25+00:00,2023-10-13T17:32:25+00:00,2023-10-13T17:32:25+00:00,2023-10-13T17:32:25+00:00
3276,2023-10-13T17:32:30+00:00,2023-10-13T17:32:30+00:00,2023-10-13T17:32:30+00:00,2023-10-13T17:32:30+00:00
3277,2023-10-13T17:32:35+00:00,2023-10-13T17:32:35+00:00,2023-10-13T17:32:35+00:00,2023-10-13T17:32:35+00:00
3278,2023-10-13T17:32:40+00:00,2023-10-13T17:32:40+00:00,2023-10-13T17:32:40+00:00,2023-10-13T17:32:40+00:00
3279,2023-10-13T17:32:45+00:00,2023-10-13T17:32:45+00:00,2023-10-13T17:32:45+00:00,2023-10-13T17:32:45+00:00
3280,2023-10-13T17:32:50+00:00,2023-10-13T17:32:50+00:00,2023-10-13T17:32:50+00:00,2023-10-13T17:32:50+00:00
3281,2023-10-13T17:32:55+00:00,2023-10-13T17:32:55+00:00,2023-10-13T17:32:55+00:00,2023-10-13T17:32:55+00:00
3282,2023-10-13T17:33:00+00:00,2023-10-13T17:33:00+00:00,2023-10-13T17:33:00+00:00,2023-10-13T17:33:00+00:00
3283,2023-10-13T17:33:05+00:00,2023-10-13T17:33:05+00:00,2023-10-13T17:33:05+00:00,2023-10-13T17:33:05+00:00
3284,2023-10-13T17:33:10+00:00,2023-10-13T17:33:10+00:00,2023-10-13T17:33:10+00:00,2023-10-13T17:33:10+00:00
3285,2023-10-13T17:33:15+00:00,2023-10-13T17:33:15+00:00,2023-10-13T17:33:15+00:00,2023-10-13T17:33:15+00:00
3286,2023-10-13T17:33:20+00:00,2023-10-13T17:33:20+00:00,2023-10-13T17:33:25+00:00,2023-10-13T17:33:20+00:00
3287,2023-10-13T17:33:25+00:00,2023-10-13T17:33:25+00:00,2023-10-13T17:33:25+00:00,2023-10-13T17:33:25+00:00
3288,2023-10-13T17:33:30+00:00,2023-10-13T17:33:30+00:00,2023-10-13T17:33:35+00:00,2023-10-13T17:33:30+00:00
3289,2023-10-13T17:33:35+00:00,2023-10-13T17:33:35+00:00,2023-10-13T17:33:35+00:00,2023-10-13T17:33:35+00:00
3290,2023-10-13T17:33:40+00:00,2023-10-13T17:33:40+00:00,2023-10-13T17:33:40+00:00,2023-10-13T17:33:40+00:00
3291,2023-10-13T17:33:45+00:00,2023-10-13T17:33:45+00:00,2023-10-13T17:33:45+00:00,2023-10-13T17:33:45+00:00
3292,2023-10-13T17:33:50+00:00,2023-10-13T17:33:50+00:00,2023-10-13T17:33:50+00:00,2023-10-13T17:33:50+00:00
3293,2023-10-13T17:33:55+00:00,2023-10-13T17:33:55+00:00,2023-10-13T17:34:00+00:00,2023-10-13T17:33:55+00:00
3294,2023-10-13T17:34:00+00:00,2023-10-13T17:34:00+00:00,2023-10-13T17:34:00+00:00,2023-10-13T17:34:00+00:00
3295,2023-10-13T17:34:05+00:00,2023-10-13T17:34:05+00:00,2023-10-13T17:34:05+00:00,2023-10-13T17:34:05+00:00
3296,2023-10-13T17:34:10+00:00,2023-10-13T17:34:10+00:00,2023-10-13T17:34:10+00:00,2023-10-13T17:34:10+00:00
3297,2023-10-13T17:34:15+00:00,2023-10-13T17:34:15+00:00,2023-10-13T17:34:15+00:00,2023-10-13T17:34:15+00:00
3298,2023-10-13T17:34:20+00:00,2023-10-13T17:34:20+00:00,2023-10-13T17:34:20+00:00,2023-10-13T17:34:20+00:00
3299,2023-10-13T17:34:25+00:00,2023-10-13T17:34:30+00:00,2023-10-13T17:34:25+00:00,2023-10-13T17:34:25+00:00
3300,2023-10-13T17:34:30+00:00,2023-10-13T17:34:30+00:00,2023-10-13T17:34:30+00:00,2023-10-13T17:34:30+00:00
3301,2023-10-13T17:34:35+00:00,2023-10-13T17:34:40+00:00,2023-10-13T17:34:35+00:00,2023-10-13T17:34:40+00:00
3302,2023-10-13T17:34:40+00:00,2023-10-13T17:34:45+00:00,2023-10-13T17:34:40+00:00,2023-10-13T17:34:40+00:00
3303,2023-10-13T17:34:45+00:00,2023-10-13T17:34:45+00:00,2023-10-13T17:34:45+00:00,2023-10-13T17:34:45+00:00
3304,2023-10-13T17:34:50+00:00,2023-10-13T17:34:50+00:00,2023-10-13T17:34:50+00:00,2023-10-13T17:34:50+00:00
3305,2023-10-13T17:35:00+00:00,2023-10-13T17:34:55+00:00,2023-10-13T17:34:55+00:00,2023-10-13T17:34:55+00:00
3306,2023-10-13T17:35:00+00:00,2023-10-13T17:35:00+00:00,2023-10-13T17:35:00+00:00,2023-10-13T17:35:05+00:00
3307,2023-10-13T17:35:05+00:00,2023-10-13T17:35:10+00:00,2023-10-13T17:35:05+00:00,2023-10-13T17:35:10+00:00
3308,2023-10-13T17:35:15+00:00,2023-10-13T17:35:10+00:00,2023-10-13T17:35:10+00:00,2023-10-13T17:35:10+00:00
3309,2023-10-13T17:35:15+00:00,2023-10-13T17:35:20+00:00,2023-10-13T17:35:15+00:00,2023-10-13T17:35:20+00:00
3310,2023-10-13T17:35:20+00:00,2023-10-13T17:35:20+00:00,2023-10-13T17:35:20+00:00,2023-10-13T17:35:25+00:00
3311,2023-10-13T17:35:25+00:00,2023-10-13T17:35:25+00:00,2023-10-13T17:35:25+00:00,2023-10-13T17:35:25+00:00
3312,2023-10-13T17:35:30+00:00,2023-10-13T17:35:35+00:00,2023-10-13T17:35:30+00:00,2023-10-13T17:35:30+00:00
3313,2023-10-13T17:35:35+00:00,2023-10-13T17:35:35+00:00,2023-10-13T17:35:35+00:00,2023-10-13T17:35:35+00:00
3314,2023-10-13T17:35:40+00:00,2023-10-13T17:35:40+00:00,2023-10-13T17:35:40+00:00,2023-10-13T17:35:40+00:00
3315,2023-10-13T17:35:45+00:00,2023-10-13T17:35:45+00:00,2023-10-13T17:35:45+00:00,2023-10-13T17:35:45+00:00
3316,2023-10-13T17:35:50+00:00,2023-10-13T17:35:50+00:00,2023-10-13T17:35:50+00:00,2023-10-13T17:35:50+00:00
3317,2023-10-13T17:35:55+00:00,2023-10-13T17:35:55+00:00,2023-10-13T17:35:55+00:00,2023-10-13T17:35:55+00:00
3318,2023-10-13T17:36:00+00:00,2023-10-13T17:36:00+00:00,2023-10-13T17:36:00+00:00,2023-10-13T17:36:00+00:00
3319,2023-10-13T17:36:05+00:00,2023-10-13T17:36:05+00:00,2023-10-13T17:36:05+00:00,2023-10-13T17:36:05+00:00
3320,2023-10-13T17:36:10+00:00,2023-10-13T17:36:10+00:00,2023-10-13T17:36:10+00:00,2023-10-13T17:36:10+00:00
3321,2023-10-13T17:36:15+00:00,2023-10-13T17:36:15+00:00,2023-10-13T17:36:15+00:00,2023-10-13T17:36:15+00:00
3322,2023-10-13T17:36:20+00:00,2023-10-13T17:36:20+00:00,2023-10-13T17:36:20+00:00,2023-10-13T17:36:20+00:00
3323,2023-10-13T17:36:25+00:00,2023-10-13T17:36:25+00:00,2023-10-13T17:36:25+00:00,2023-10-13T17:36:25+00:00
3324,2023-10-13T17:36:30+00:00,2023-10-13T17:36:30+00:00,2023-10-13T17:36:30+00:00,2023-10-13T17:36:30+00:00
3325,2023-10-13T17:36:35+00:00,2023-10-13T17:36:35+00:00,2023-10-13T17:36:35+00:00,2023-10-13T17:36:35+00:00
3326,2023-10-13T17:36:40+00:00,2023-10-13T17:36:40+00:00,2023-10-13T17:36:40+00:00,2023-10-13T17:36:40+00:00
3327,2023-10-13T17:36:45+00:00,2023-10-13T17:36:45+00:00,2023-10-13T17:36:45+00:00,2023-10-13T17:36:45+00:00
3328,2023-10-13T17:36:50+00:00,2023-10-13T17:36:50+00:00,2023-10-13T17:36:50+00:00,2023-10-13T17:36:50+00:00
3329,2023-10-13T17:36:55+00:00,2023-10-13T17:36:55+00:00,2023-10-13T17:36:55+00:00,2023-10-13T17:36:55+00:00
3330,2023-10-13T17:37:00+00:00,2023-10-13T17:37:00+00:00,2023-10-13T17:37:00+00:00,2023-10-13T17:37:00+00:00
3331,2023-10-13T17:37:05+00:00,2023-10-13T17:37:05+00:00,2023-10-13T17:37:05+00:00,2023-10-13T17:37:05+00:00
3332,2023-10-13T17:37:10+00:00,2023-10-13T17:37:10+00:00,2023-10-13T17:37:10+00:00,2023-10-13T17:37:10+00:00
3333,2023-10-13T17:37:15+00:00,2023-10-13T17:37:15+00:00,2023-10-13T17:37:15+00:00,2023-10-13T17:37:15+00:00
3334,2023-10-13T17:37:20+00:00,2023-10-13T17:37:20+00:00,2023-10-13T17:37:20+00:00,2023-10-13T17:37:20+00:00
3335,2023-10-13T17:37:25+00:00,2023-10-13T17:37:25+00:00,2023-10-13T17:37:25+00:00,2023-10-13T17:37:25+00:00
3336,2023-10-13T17:37:30+00:00,2023-10-13T17:37:30+00:00,2023-10-13T17:37:30+00:00,2023-10-13T17:37:30+00:00
3337,2023-10-13T17:37:35+00:00,2023-10-13T17:37:35+00:00,2023-10-13T17:37:35+00:00,2023-10-13T17:37:35+00:00
3338,2023-10-13T17:37:40+00:00,2023-10-13T17:37:40+00:00,2023-10-13T17:37:40+00:00,2023-10-13T17:37:40+00:00
3339,2023-10-13T17:37:45+00:00,2023-10-13T17:37:45+00:00,2023-10-13T17:37:45+00:00,2023-10-13T17:37:45+00:00
3340,2023-10-13T17:37:50+00:00,2023-10-13T17:37:50+00:00,2023-10-13T17:37:50+00:00,2023-10-13T17:37:50+00:00
3341,2023-10-13T17:37:55+00:00,2023-10-13T17:37:55+00:00,2023-10-13T17:37:55+00:00,2023-10-13T17:37:55+00:00
3342,2023-10-13T17:38:00+00:00,2023-10-13T17:38:00+00:00,2023-10-13T17:38:00+00:00,2023-10-13T17:38:00+00:00
3343,2023-10-13T17:38:05+00:00,2023-10-13T17:38:05+00:00,2023-10-13T17:38:05+00:00,2023-10-13T17:38:05+00:00
3344,2023-10-13T17:38:10+00:00,2023-10-13T17:38:10+00:00,2023-10-13T17:38:10+00:00,2023-10-13T17:38:10+00:00
3345,2023-10-13T17:38:15+00:00,2023-10-13T17:38:15+00:00,2023-10-13T17:38:15+00:00,2023-10-13T17:38:15+00:00
3346,2023-10-13T17:38:20+00:00,2023-10-13T17:38:20+00:00,2023-10-13T17:38:20+00:00,2023-10-13T17:38:20+00:00
3347,2023-10-13T17:38:25+00:00,2023-10-13T17:38:25+00:00,2023-10-13T17:38:25+00:00,2023-10-13T17:38:25+00:00
3348,2023-10-13T17:38:30+00:00,2023-10-13T17:38:30+00:00,2023-10-13T17:38:30+00:00,2023-10-13T17:38:30+00:00
3349,2023-10-13T17:38:35+00:00,2023-10-13T17:38:35+00:00,2023-10-13T17:38:35+00:00,2023-10-13T17:38:35+00:00
3350,2023-10-13T17:38:41+00:00,2023-10-13T17:38:40+00:00,2023-10-13T17:38:40+00:00,2023-10-13T17:38:40+00:00
3351,2023-10-13T17:38:46+00:00,2023-10-13T17:38:45+00:00,2023-10-13T17:38:45+00:00,2023-10-13T17:38:45+00:00
3352,2023-10-13T17:38:51+00:00,2023-10-13T17:38:50+00:00,2023-10-13T17:38:51+00:00,2023-10-13T17:38:50+00:00
3353,2023-10-13T17:38:55+00:00,2023-10-13T17:38:55+00:00,2023-10-13T17:38:55+00:00,2023-10-13T17:38:56+00:00
3354,2023-10-13T17:39:00+00:00,2023-10-13T17:39:00+00:00,2023-10-13T17:39:00+00:00,2023-10-13T17:39:01+00:00
3355,2023-10-13T17:39:05+00:00,2023-10-13T17:39:06+00:00,2023-10-13T17:39:06+00:00,2023-10-13T17:39:05+00:00
3356,2023-10-13T17:39:10+00:00,2023-10-13T17:39:10+00:00,2023-10-13T17:39:11+00:00,2023-10-13T17:39:11+00:00
3357,2023-10-13T17:39:15+00:00,2023-10-13T17:39:15+00:00,2023-10-13T17:39:15+00:00,2023-10-13T17:39:16+00:00
3358,2023-10-13T17:39:21+00:00,2023-10-13T17:39:21+00:00,2023-10-13T17:39:21+00:00,2023-10-13T17:39:21+00:00
3359,2023-10-13T17:39:26+00:00,2023-10-13T17:39:26+00:00,2023-10-13T17:39:26+00:00,2023-10-13T17:39:26+00:00
3360,2023-10-13T17:39:31+00:00,2023-10-13T17:39:30+00:00,2023-10-13T17:39:31+00:00,2023-10-13T17:39:31+00:00
3361,2023-10-13T17:39:36+00:00,2023-10-13T17:39:35+00:00,2023-10-13T17:39:36+00:00,2023-10-13T17:39:36+00:00
3362,2023-10-13T17:39:41+00:00,2023-10-13T17:39:41+00:00,2023-10-13T17:39:41+00:00,2023-10-13T17:39:41+00:00
3363,2023-10-13T17:39:46+00:00,2023-10-13T17:39:45+00:00,2023-10-13T17:39:46+00:00,2023-10-13T17:39:46+00:00
3364,2023-10-13T17:39:51+00:00,2023-10-13T17:39:51+00:00,2023-10-13T17:39:51+00:00,2023-10-13T17:39:51+00:00
3365,2023-10-13T17:39:56+00:00,2023-10-13T17:39:56+00:00,2023-10-13T17:39:56+00:00,2023-10-13T17:39:56+00:00
3366,2023-10-13T17:40:01+00:00,2023-10-13T17:40:01+00:00,2023-10-13T17:40:01+00:00,2023-10-13T17:40:01+00:00
3367,2023-10-13T17:40:06+00:00,2023-10-13T17:40:06+00:00,2023-10-13T17:40:06+00:00,2023-10-13T17:40:06+00:00
3368,2023-10-13T17:40:11+00:00,2023-10-13T17:40:11+00:00,2023-10-13T17:40:11+00:00,2023-10-13T17:40:11+00:00
3369,2023-10-13T17:40:16+00:00,2023-10-13T17:40:16+00:00,2023-10-13T17:40:16+00:00,2023-10-13T17:40:16+00:00
3370,2023-10-13T17:40:21+00:00,2023-10-13T17:40:21+00:00,2023-10-13T17:40:21+00:00,2023-10-13T17:40:21+00:00
3371,2023-10-13T17:40:26+00:00,2023-10-13T17:40:26+00:00,2023-10-13T17:40:26+00:00,2023-10-13T17:40:26+00:00
3372,2023-10-13T17:40:31+00:00,2023-10-13T17:40:31+00:00,2023-10-13T17:40:31+00:00,2023-10-13T17:40:31+00:00
3373,2023-10-13T17:40:36+00:00,2023-10-13T17:40:36+00:00,2023-10-13T17:40:36+00:00,2023-10-13T17:40:36+00:00
3374,2023-10-13T17:40:41+00:00,2023-10-13T17:40:41+00:00,2023-10-13T17:40:41+00:00,2023-10-13T17:40:41+00:00
3375,2023-10-13T17:40:46+00:00,2023-10-13T17:40:46+00:00,2023-10-13T17:40:46+00:00,2023-10-13T17:40:46+00:00
3376,2023-10-13T17:40:51+00:00,2023-10-13T17:40:51+00:00,2023-10-13T17:40:51+00:00,2023-10-13T17:40:51+00:00
3377,2023-10-13T17:40:56+00:00,2023-10-13T17:40:56+00:00,2023-10-13T17:40:56+00:00,2023-10-13T17:40:56+00:00
3378,2023-10-13T17:41:01+00:00,2023-10-13T17:41:01+00:00,2023-10-13T17:41:01+00:00,2023-10-13T17:41:01+00:00
3379,2023-10-13T17:41:06+00:00,2023-10-13T17:41:06+00:00,2023-10-13T17:41:06+00:00,2023-10-13T17:41:06+00:00
3380,2023-10-13T17:41:11+00:00,2023-10-13T17:41:11+00:00,2023-10-13T17:41:11+00:00,2023-10-13T17:41:11+00:00
3381,2023-10-13T17:41:16+00:00,2023-10-13T17:41:16+00:00,2023-10-13T17:41:16+00:00,2023-10-13T17:41:16+00:00
3382,2023-10-13T17:41:21+00:00,2023-10-13T17:41:21+00:00,2023-10-13T17:41:21+00:00,2023-10-13T17:41:21+00:00
3383,2023-10-13T17:41:26+00:00,2023-10-13T17:41:26+00:00,2023-10-13T17:41:26+00:00,2023-10-13T17:41:26+00:00
3384,2023-10-13T17:41:31+00:00,2023-10-13T17:41:31+00:00,2023-10-13T17:41:31+00:00,2023-10-13T17:41:31+00:00
3385,2023-10-13T17:41:36+00:00,2023-10-13T17:41:36+00:00,2023-10-13T17:41:36+00:00,2023-10-13T17:41:36+00:00
3386,2023-10-13T17:41:41+00:00,2023-10-13T17:41:41+00:00,2023-10-13T17:41:41+00:00,2023-10-13T17:41:41+00:00
3387,2023-10-13T17:41:46+00:00,2023-10-13T17:41:46+00:00,2023-10-13T17:41:46+00:00,2023-10-13T17:41:46+00:00
3388,2023-10-13T17:41:51+00:00,2023-10-13T17:41:51+00:00,2023-10-13T17:41:51+00:00,2023-10-13T17:41:51+00:00
3389,2023-10-13T17:41:56+00:00,2023-10-13T17:41:56+00:00,2023-10-13T17:41:56+00:00,2023-10-13T17:41:56+00:00
3390,2023-10-13T17:42:01+00:00,2023-10-13T17:42:01+00:00,2023-10-13T17:42:01+00:00,2023-10-13T17:42:01+00:00
3391,2023-10-13T17:42:06+00:00,2023-10-13T17:42:06+00:00,2023-10-13T17:42:06+00:00,2023-10-13T17:42:06+00:00
3392,2023-10-13T17:42:11+00:00,2023-10-13T17:42:11+00:00,2023-10-13T17:42:11+00:00,2023-10-13T17:42:11+00:00
3393,2023-10-13T17:42:16+00:00,2023-10-13T17:42:16+00:00,2023-10-13T17:42:16+00:00,2023-10-13T17:42:16+00:00
3394,2023-10-13T17:42:21+00:00,2023-10-13T17:42:21+00:00,2023-10-13T17:42:21+00:00,2023-10-13T17:42:21+00:00
3395,2023-10-13T17:42:26+00:00,2023-10-13T17:42:26+00:00,2023-10-13T17:42:26+00:00,2023-10-13T17:42:26+00:00
3396,2023-10-13T17:42:31+00:00,2023-10-13T17:42:31+00:00,2023-10-13T17:42:31+00:00,2023-10-13T17:42:31+00:00
3397,2023-10-13T17:42:36+00:00,2023-10-13T17:42:36+00:00,2023-10-13T17:42:36+00:00,2023-10-13T17:42:36+00:00
3398,2023-10-13T17:42:41+00:00,2023-10-13T17:42:41+00:00,2023-10-13T17:42:41+00:00,2023-10-13T17:42:41+00:00
3399,2023-10-13T17:42:46+00:00,2023-10-13T17:42:46+00:00,2023-10-13T17:42:46+00:00,2023-10-13T17:42:46+00:00
3400,2023-10-13T17:42:51+00:00,2023-10-13T17:42:51+00:00,2023-10-13T17:42:51+00:00,2023-10-13T17:42:51+00:00
3401,2023-10-13T17:42:56+00:00,2023-10-13T17:42:56+00:00,2023-10-13T17:42:56+00:00,2023-10-13T17:42:56+00:00
3402,2023-10-13T17:43:01+00:00,2023-10-13T17:43:01+00:00,2023-10-13T17:43:01+00:00,2023-10-13T17:43:01+00:00
3403,2023-10-13T17:43:06+00:00,2023-10-13T17:43:06+00:00,2023-10-13T17:43:06+00:00,2023-10-13T17:43:06+00:00
